1503298843000,27;28.9;30
1503302444000,27;29.1;30
1503306043000,27;29.1;30
1503309644000,27;29.1;30
1503313243000,27;29.1;30
1503316843000,27;29.1;30
1503320443000,27;29.1;30
1503324044000,27;29.1;30
1503327643000,27;29.2;30
1503331243000,27;29.0;30
1503334843000,27;29.1;30
1503338443000,27;28.8;30
1503342043000,27;28.9;30
1503345643000,27;29.0;30
1503349244000,27;28.9;30
1503352843000,27;28.9;30
1503356444000,27;29.0;30
1503360043000,27;29.0;30
1503363643000,27;28.9;30
1503367244000,27;29.0;30
1503370843000,27;29.1;30
1503374443000,27;28.9;30
1503378043000,27;28.9;30
1503381644000,27;29.3;30
1503385243000,27;29.1;30
1503388843000,27;29.2;30
1503392443000,27;29.2;30
1503396043000,27;29.2;30
1503399643000,27;29.2;30
1503403243000,27;29.2;30
1503406843000,27;29.3;30
1503410443000,27;29.2;30
1503414044000,27;29.1;30
1503417647000,27;29.0;30
1503421243000,27;29.2;30
1503424849000,27;29.2;30
1503428443000,27;28.9;30
1503432043000,27;29.0;30
1503435643000,27;28.9;30
1503439243000,27;28.8;30
1503442843000,27;28.9;30
1503446443000,27;29.0;30
1503450043000,27;28.8;30
1503453643000,27;29.1;30
1503457243000,27;29.1;30
1503460843000,27;29.0;30
1503464443000,27;29.2;30
1503468043000,27;29.2;30
1503471643000,27;29.1;30
1503475243000,27;29.3;30
1503478843000,27;29.3;30
1503482443000,27;29.3;30
1503486043000,27;29.2;30
1503489643000,27;29.5;30
1503493244000,27;29.2;30
1503496843000,27;29.2;30
1503500443000,27;29.4;30
1503504043000,27;29.4;30
1503507643000,27;29.1;30
1503511243000,27;29.1;30
1503514828000,27;29.1;30
1503518428000,27;29.1;30
1503522028000,27;29.1;30
1503525628000,27;29.2;30
1503529229000,27;29.0;30
1503532828000,27;29.1;30
1503536428000,27;29.0;30
1503540028000,27;29.0;30
1503543628000,27;29.0;30
1503547228000,27;29.0;30
1503550828000,27;29.1;30
1503554428000,27;29.3;30
1503558028000,27;29.2;30
1503561628000,27;29.3;30
1503565228000,27;29.3;30
1503568828000,27;29.3;30
1503572428000,27;29.2;30
1503576029000,27;29.3;30
1503579628000,27;29.1;30
1503583228000,27;29.2;30
1503586828000,27;29.3;30
1503590428000,27;29.2;30
1503594028000,27;29.1;30
1503597629000,27;29.3;30
1503601260000,27;29.1;30
1503604860000,27;29.0;30
1503608461000,27;29.1;30
1503612062000,27;29.1;30
1503615661000,27;29.0;30
1503619263000,27;29.2;30
1503622861000,27;29.2;30
1503626461000,27;29.1;30
1503630061000,27;29.0;30
1503633660000,27;29.1;30
1503637260000,27;29.0;30
1503640860000,27;29.2;30
1503644460000,27;29.2;30
1503648060000,27;29.2;30
1503651661000,27;29.2;30
1503655261000,27;29.2;30
1503658860000,27;29.1;30
1503662461000,27;29.2;30
1503666061000,27;29.3;30
1503669660000,27;29.1;30
1503673270000,27;29.4;30
1503676861000,27;29.2;30
1503680461000,27;29.2;30
1503684060000,27;29.1;30
