1503298813000,1400;1472.2;1650
1503302413000,1400;1474.2;1650
1503306013000,1400;1472.9;1650
1503309613000,1400;1474.4;1650
1503313213000,1400;1474.6;1650
1503316813000,1400;1474.2;1650
1503320413000,1400;1475.1;1650
1503324013000,1400;1475.8;1650
1503327613000,1400;1474.8;1650
1503331213000,1400;1473.5;1650
1503334813000,1400;1475.2;1650
1503338413000,1400;1440.6;1650
1503342013000,1400;1442.1;1650
1503345613000,1400;1444.5;1650
1503349213000,1400;1444.0;1650
1503352813000,1400;1443.6;1650
1503356413000,1400;1444.8;1650
1503360013000,1400;1445.5;1650
1503363613000,1400;1444.2;1650
1503367213000,1400;1446.4;1650
1503370813000,1400;1447.5;1650
1503374413000,1400;1446.6;1650
1503378013000,1400;1448.0;1650
1503381613000,1400;1450.6;1650
1503385213000,1400;1449.2;1650
1503388813000,1400;1449.5;1650
1503392413000,1400;1451.8;1650
1503396013000,1400;1452.0;1650
1503399613000,1400;1450.8;1650
1503403213000,1400;1451.5;1650
1503406813000,1400;1452.2;1650
1503410413000,1400;1452.0;1650
1503414013000,1400;1451.9;1650
1503417613000,1400;1452.5;1650
1503421213000,1400;1453.4;1650
1503424813000,1400;1461.1;1650
1503428413000,1400;1462.4;1650
1503432013000,1400;1462.8;1650
1503435613000,1400;1463.1;1650
1503439213000,1400;1462.4;1650
1503442813000,1400;1464.1;1650
1503446413000,1400;1463.2;1650
1503450013000,1400;1463.0;1650
1503453613000,1400;1468.0;1650
1503457213000,1400;1468.6;1650
1503460813000,1400;1467.8;1650
1503464413000,1400;1470.1;1650
1503468013000,1400;1470.8;1650
1503471613000,1400;1469.5;1650
1503475213000,1400;1471.8;1650
1503478813000,1400;1473.0;1650
1503482413000,1400;1472.1;1650
1503486013000,1400;1472.5;1650
1503489613000,1400;1474.5;1650
1503493213000,1400;1473.4;1650
1503496813000,1400;1473.2;1650
1503500413000,1400;1475.2;1650
1503504013000,1400;1473.4;1650
1503507613000,1400;1456.9;1650
1503511213000,1400;1457.4;1650
1503514859000,1400;1458.9;1650
1503518459000,1400;1458.5;1650
1503522059000,1400;1457.8;1650
1503525659000,1400;1460.6;1650
1503529259000,1400;1459.2;1650
1503532859000,1400;1460.1;1650
1503536459000,1400;1460.0;1650
1503540059000,1400;1459.8;1650
1503543658000,1400;1461.8;1650
1503547258000,1400;1461.2;1650
1503550859000,1400;1461.1;1650
1503554459000,1400;1464.0;1650
1503558058000,1400;1462.9;1650
1503561659000,1400;1463.9;1650
1503565259000,1400;1465.4;1650
1503568869000,1400;1464.4;1650
1503572459000,1400;1464.9;1650
1503576059000,1400;1466.8;1650
1503579659000,1400;1465.8;1650
1503583259000,1400;1465.8;1650
1503586859000,1400;1467.0;1650
1503590458000,1400;1464.2;1650
1503594058000,1400;1465.9;1650
1503597659000,1400;1467.1;1650
1503601228000,1350;146.2;1800
1503604828000,1350;146.1;1800
1503608428000,1350;146.3;1800
1503612028000,1350;146.4;1800
1503615628000,1350;146.3;1800
1503619228000,1350;146.5;1800
1503622828000,1350;146.5;1800
1503626428000,1350;146.4;1800
1503630028000,1350;146.5;1800
1503633628000,1350;146.6;1800
1503637228000,1350;146.5;1800
1503640828000,1350;146.7;1800
1503644428000,1350;146.8;1800
1503648028000,1350;146.7;1800
1503651628000,1350;146.9;1800
1503655228000,1350;146.9;1800
1503658828000,1350;146.8;1800
1503662428000,1350;147.0;1800
1503666028000,1350;147.0;1800
1503669628000,1350;146.9;1800
1503673228000,1350;146.9;1800
1503676828000,1350;146.8;1800
1503680428000,1350;146.9;1800
1503684028000,1350;147.0;1800
