1503298828000,6;6.8;8
1503302428000,6;6.8;8
1503306028000,6;6.8;8
1503309628000,6;6.8;8
1503313228000,6;6.8;8
1503316828000,6;6.8;8
1503320428000,6;6.8;8
1503324028000,6;6.8;8
1503327628000,6;6.8;8
1503331228000,6;6.8;8
1503334828000,6;6.8;8
1503338428000,6;6.6;8
1503342028000,6;6.6;8
1503345628000,6;6.7;8
1503349228000,6;6.7;8
1503352828000,6;6.6;8
1503356428000,6;6.6;8
1503360028000,6;6.6;8
1503363628000,6;6.6;8
1503367229000,6;6.7;8
1503370828000,6;6.7;8
1503374428000,6;6.7;8
1503378028000,6;6.8;8
1503381628000,6;6.7;8
1503385228000,6;6.8;8
1503388828000,6;6.8;8
1503392428000,6;6.7;8
1503396028000,6;6.8;8
1503399628000,6;6.7;8
1503403228000,6;6.8;8
1503406828000,6;6.7;8
1503410428000,6;6.8;8
1503414028000,6;6.7;8
1503417631000,6;6.8;8
1503421228000,6;6.7;8
1503424829000,6;6.5;8
1503428428000,6;6.5;8
1503432028000,6;6.6;8
1503435628000,6;6.7;8
1503439228000,6;6.7;8
1503442828000,6;6.8;8
1503446428000,6;6.8;8
1503450028000,6;6.7;8
1503453628000,6;6.0;8
1503457228000,6;6.0;8
1503460828000,6;6.0;8
1503464428000,6;6.2;8
1503468028000,6;6.2;8
1503471628000,6;6.3;8
1503475228000,6;6.2;8
1503478828000,6;6.3;8
1503482428000,6;6.4;8
1503486028000,6;6.5;8
1503489628000,6;6.5;8
1503493228000,6;6.6;8
1503496828000,6;6.6;8
1503500428000,6;6.7;8
1503504028000,6;6.4;8
1503507628000,6;6.2;8
1503511228000,6;6.2;8
1503514813000,6;6.3;8
1503518413000,6;6.3;8
1503522013000,6;6.4;8
1503525613000,6;6.1;8
1503529213000,6;6.1;8
1503532813000,6;6.3;8
1503536413000,6;6.3;8
1503540013000,6;6.3;8
1503543613000,6;6.2;8
1503547213000,6;6.3;8
1503550813000,6;6.3;8
1503554413000,6;6.3;8
1503558013000,6;6.3;8
1503561613000,6;6.5;8
1503565213000,6;6.4;8
1503568813000,6;6.5;8
1503572413000,6;6.4;8
1503576013000,6;6.4;8
1503579613000,6;6.4;8
1503583213000,6;6.5;8
1503586813000,6;6.6;8
1503590413000,6;6.4;8
1503594013000,6;6.4;8
1503597613000,6;6.4;8
1503601245000,6;6.5;18
1503604845000,6;6.6;18
1503608445000,6;6.4;18
1503612045000,6;5.7;18
1503615645000,6;5.8;18
1503619247000,6;5.8;18
1503622846000,6;6.0;18
1503626446000,6;6.0;18
1503630045000,6;6.1;18
1503633645000,6;6.0;18
1503637245000,6;6.0;18
1503640845000,6;6.1;18
1503644445000,6;6.1;18
1503648045000,6;6.2;18
1503651645000,6;6.3;18
1503655245000,6;6.3;18
1503658845000,6;6.3;18
1503662445000,6;6.4;18
1503666045000,6;6.5;18
1503669645000,6;6.3;18
1503673246000,6;6.4;18
1503676846000,6;6.3;18
1503680446000,6;6.1;18
1503684045000,6;6.4;18
